Date,Temperature (°C),Dew Point (°C),Humidity (%),Wind Speed (km/h),Pressure (hPa),Precipitation (mm)
2019-5-15,23.1,10.6,47.3,9.7,997.6,0.0
2019-5-16,21.8,11.0,53.1,10.7,995.9,0.0
2019-5-17,19.1,11.6,64.6,11.7,994.1,0.0
2019-5-18,18.9,13.6,73.1,7.5,996.0,0.0
2019-5-19,21.1,12.7,63.3,7.8,998.9,0.0
2019-5-20,21.8,11.1,53.7,11.2,999.6,0.0
2019-5-21,22.0,12.5,58.2,13.1,1002.1,0.0
2019-5-22,22.2,13.2,60.5,11.8,1001.1,0.0
2019-5-23,23.1,12.7,55.2,9.4,997.6,0.0
2019-5-24,20.3,12.0,60.2,13.9,995.6,0.0
2019-5-25,19.8,11.8,63.1,6.8,1000.6,0.0
2019-5-26,21.4,11.2,56.1,9.3,1002.2,0.0
2019-5-27,23.0,11.8,53.2,9.7,1001.0,0.0
2019-5-28,24.6,9.4,44.6,11.6,999.1,0.0
2019-5-29,23.1,11.7,51.0,10.7,1000.6,0.0
2019-5-30,23.8,10.5,46.9,13.7,1003.3,0.0
2019-5-31,25.7,12.6,47.4,18.5,1000.4,0.0
2019-6-1,24.6,14.0,54.7,12.3,999.5,0.0
2019-6-2,22.8,14.1,61.7,11.0,1000.5,0.0
2019-6-3,21.3,12.5,61.1,13.2,1001.9,0.0
2019-6-4,20.8,11.9,60.3,10.0,1000.7,0.0
2019-6-5,21.3,11.8,57.1,8.1,1000.5,0.0
2019-6-6,22.4,12.1,54.8,11.8,1001.8,0.0
2019-6-7,24.4,14.1,55.3,19.1,1001.9,0.0
2019-6-8,28.7,9.7,31.7,28.5,1000.4,0.0
2019-6-9,29.2,9.9,30.9,29.4,997.6,0.0
2019-6-10,27.4,14.6,46.6,22.8,994.4,0.0
2019-6-11,24.1,16.8,64.0,7.4,995.5,0.0
2019-6-12,23.1,18.5,76.3,8.0,998.0,0.0
2019-6-13,26.7,17.7,60.2,20.6,999.3,0.0
2019-6-14,28.6,14.2,42.3,21.7,998.9,0.0
2019-6-15,26.3,16.0,55.0,24.0,995.5,0.0
2019-6-16,24.9,17.5,66.1,14.1,995.4,0.0
2019-6-17,25.5,17.8,63.3,17.4,995.2,0.0
2019-6-18,25.5,17.2,61.2,15.0,996.7,0.0
2019-6-19,24.5,17.7,66.9,15.6,996.6,0.0
2019-6-20,26.3,16.3,54.9,21.1,996.2,0.0
2019-6-21,27.9,14.8,45.4,21.2,997.2,0.0
2019-6-22,29.2,15.3,44.0,27.4,997.4,0.0
2019-6-23,29.8,14.3,39.9,21.2,999.2,0.0
2019-6-24,29.5,14.8,45.0,8.3,997.9,0.0
2019-6-25,30.4,15.4,42.9,14.0,996.2,0.0
2019-6-26,30.8,17.8,45.9,28.4,997.5,0.0
2019-6-27,31.0,17.9,46.5,27.9,995.7,0.0
2019-6-28,30.6,13.4,36.3,27.0,992.3,0.0
2019-6-29,28.6,14.7,43.6,32.4,994.8,0.0
2019-6-30,26.5,7.5,30.7,36.8,999.3,0.0
2019-7-1,27.1,7.7,30.9,19.2,999.8,0.0
2019-7-2,28.4,10.7,35.8,21.1,996.6,0.0
2019-7-3,27.3,16.0,54.4,13.4,996.5,0.0
2019-7-4,29.1,16.9,52.7,15.8,997.3,0.0
2019-7-5,30.5,14.2,37.3,25.6,997.3,0.0
2019-7-6,30.0,11.7,32.9,29.2,995.5,0.0
2019-7-7,29.5,11.7,34.0,28.5,994.2,0.0
2019-7-8,28.8,11.6,38.0,15.1,994.9,0.0
2019-7-9,30.3,14.5,39.9,17.0,996.6,0.0
2019-7-10,29.3,15.0,43.9,14.4,994.3,0.0
2019-7-11,25.7,15.9,55.1,23.0,991.6,0.0
2019-7-12,25.1,11.0,43.5,28.2,995.7,0.0
2019-7-13,25.9,9.0,35.1,21.0,996.3,0.0
2019-7-14,21.9,13.9,62.5,15.1,992.3,0.0
2019-7-15,23.4,14.3,59.5,16.2,994.6,0.0
2019-7-16,25.5,13.2,48.9,12.5,992.7,0.0
2019-7-17,24.9,16.5,61.0,17.5,990.2,0.0
2019-7-18,26.4,12.4,43.4,26.2,994.6,0.0
2019-7-19,27.7,14.1,44.3,22.5,997.6,0.0
2019-7-20,28.0,16.4,50.3,21.0,998.9,0.0
2019-7-21,29.4,12.7,39.1,25.8,999.5,0.0
2019-7-22,29.3,11.4,34.4,30.1,998.3,0.0
2019-7-23,30.0,12.6,35.1,27.0,995.3,0.0
2019-7-24,29.0,13.0,37.5,31.7,994.9,0.0
2019-7-25,27.8,12.9,41.2,28.7,997.7,0.0
2019-7-26,28.9,12.9,38.0,26.3,995.4,0.0
2019-7-27,28.0,13.4,42.4,21.3,991.7,0.0
2019-7-28,27.8,15.0,47.3,18.9,991.4,0.0
2019-7-29,27.5,16.0,53.7,10.5,991.0,0.0
2019-7-30,27.9,15.3,49.7,13.1,992.3,0.0
2019-7-31,28.9,16.7,49.2,20.0,992.9,0.0
2019-8-1,30.5,14.9,39.2,24.3,992.9,0.0
2019-8-2,31.0,15.5,39.2,30.0,993.9,0.0
2019-8-3,30.5,13.4,36.8,16.3,993.1,0.0
2019-8-4,29.0,15.7,45.3,19.8,992.0,0.0
2019-8-5,28.0,9.0,30.9,33.0,995.2,0.0
2019-8-6,28.2,8.0,28.6,30.6,996.7,0.0
2019-8-7,28.8,10.0,31.7,26.9,997.6,0.0
2019-8-8,29.3,12.1,35.8,22.0,996.6,0.0
2019-8-9,28.1,14.2,46.7,18.3,994.4,0.0
2019-8-10,31.3,10.3,29.1,27.9,994.5,0.0
2019-8-11,32.4,13.3,32.4,30.0,994.8,0.0
2019-8-12,32.1,14.0,35.2,25.2,993.2,0.0
2019-8-13,29.5,14.8,42.4,19.3,992.4,0.0
2019-8-14,27.3,17.8,58.7,13.4,992.1,0.0
2019-8-15,27.3,18.6,61.6,10.0,993.2,0.0
2019-8-16,27.4,18.2,59.0,16.4,995.6,0.0
2019-8-17,26.7,15.8,51.9,26.4,996.5,0.0
2019-8-18,25.6,9.9,38.4,36.5,998.6,0.0
2019-8-19,26.3,10.3,38.2,27.8,999.1,0.0
2019-8-20,27.1,12.4,41.3,25.6,999.7,0.0
2019-8-21,28.0,15.7,47.6,25.0,1000.0,0.0
2019-8-22,30.0,16.4,45.1,31.0,999.5,0.0
2019-8-23,30.7,15.6,41.2,27.3,999.0,0.0
2019-8-24,32.3,14.1,35.3,24.8,997.8,0.0
2019-8-25,32.0,16.1,39.5,23.8,997.1,0.0
2019-8-26,31.7,16.5,41.1,23.0,997.1,0.0
2019-8-27,31.1,16.6,42.0,25.6,997.5,0.0
2019-8-28,30.5,14.9,39.6,26.3,997.5,0.0
2019-8-29,28.4,15.7,46.8,25.9,998.0,0.0
2019-8-30,28.1,13.4,43.1,25.4,998.2,0.0
2019-8-31,27.3,13.5,43.4,28.1,995.8,0.0
2019-9-1,26.3,15.1,50.6,26.0,994.7,0.0
2019-9-2,26.4,17.0,57.4,16.8,995.7,0.0
2019-9-3,26.0,16.6,59.1,14.0,995.3,0.0
2019-9-4,27.1,14.7,47.7,17.5,994.0,0.0
2019-9-5,27.3,14.6,47.9,15.9,993.8,0.0
2019-9-6,26.5,15.6,52.8,16.6,997.2,0.0
2019-9-7,25.6,12.3,44.3,24.2,998.1,0.0
2019-9-8,25.8,13.5,47.4,25.2,998.2,0.0
2019-9-9,25.3,12.9,46.9,26.7,997.4,0.0
2019-9-10,25.0,14.3,52.6,21.4,996.9,0.0
2019-9-11,25.4,16.6,59.7,16.0,999.7,0.0
2019-9-12,25.1,15.8,58.2,20.0,1001.5,0.0
2019-9-13,21.9,15.4,67.0,25.6,1000.5,0.0
2019-9-14,24.4,10.4,41.7,33.4,1000.6,0.0
2019-9-15,25.1,9.1,38.1,31.1,1002.1,0.0
2019-9-16,24.0,12.1,48.4,27.2,1000.9,0.0
2019-9-17,22.4,11.6,53.7,10.2,1001.1,0.0
2019-9-18,21.8,8.7,49.1,7.6,1001.5,0.0
2019-9-19,21.5,8.7,46.9,9.3,1001.2,0.0
2019-9-20,21.6,13.5,62.1,15.4,1000.8,0.0
2019-9-21,21.2,8.0,44.8,31.2,1004.3,0.0
2019-9-22,20.1,4.9,37.8,29.4,1004.5,0.0
2019-9-23,19.2,6.7,47.3,11.8,1002.7,0.0
2019-9-24,20.5,12.3,62.9,9.5,998.5,0.0
2019-9-25,21.5,17.8,80.2,9.5,996.1,0.0
2019-9-26,21.3,17.1,79.2,5.4,999.8,0.0
2019-9-27,21.9,14.6,66.8,10.8,1001.2,0.0
2019-9-28,23.0,11.4,51.1,19.2,1003.0,0.0
2019-9-29,22.3,11.3,51.8,17.5,1000.9,0.0
2019-9-30,21.7,8.8,49.9,8.8,998.6,0.0
2019-10-1,22.3,10.0,50.0,7.8,998.0,0.0
2019-10-2,22.1,11.8,55.7,7.0,997.5,0.0
2019-10-3,21.0,14.3,67.2,11.3,998.6,0.0
2019-10-4,23.6,15.0,61.5,16.9,997.6,0.0
2019-10-5,21.2,15.9,73.2,11.9,995.7,0.0
2019-10-6,19.0,13.2,71.9,10.0,997.1,0.0
2019-10-7,16.4,12.2,76.5,4.6,997.1,0.0
2019-10-8,18.2,15.4,84.0,12.5,1000.9,0.0
2019-10-9,19.0,14.3,74.8,17.3,1007.4,0.0
2019-10-10,19.4,13.3,71.3,7.5,1005.8,0.0
2019-10-11,21.1,14.0,66.0,11.3,1005.4,0.0
2019-10-12,22.7,13.7,57.8,26.3,1006.1,0.0
2019-10-13,21.2,13.7,63.6,20.4,1005.9,0.0
2019-10-14,19.6,14.3,74.2,8.3,1005.7,0.0
2019-10-15,19.8,14.6,74.8,8.6,1003.2,0.0
2019-10-16,21.9,15.9,71.2,11.3,1002.2,0.0
2019-10-17,20.9,16.5,76.8,5.4,1003.7,0.0
2019-10-18,19.5,16.3,83.2,5.1,1004.8,0.0
2019-10-19,19.1,15.7,82.0,9.1,1004.6,0.0
2019-10-20,20.1,15.2,75.6,11.9,1005.6,0.0
2019-10-21,20.1,11.7,61.6,20.5,1004.6,0.0
2019-10-22,21.3,11.5,54.4,27.5,1003.1,0.0
2019-10-23,21.4,11.2,53.4,25.5,1002.6,0.0
2019-10-24,20.6,11.1,55.4,24.5,1001.5,0.0
2019-10-25,18.6,11.3,64.5,15.2,1001.5,0.0
2019-10-26,18.8,10.1,59.3,19.1,1003.8,0.0
2019-10-27,19.0,8.8,52.9,24.4,1002.5,0.0
2019-10-28,17.3,9.9,63.3,14.5,999.8,0.0
2019-10-29,15.4,9.3,69.7,8.3,1001.7,0.0
2019-10-30,15.6,9.0,68.2,7.8,1004.4,0.0
2019-10-31,16.1,9.6,68.4,5.0,1003.2,0.0
2019-11-1,16.5,11.1,72.0,15.2,1001.5,0.0
2019-11-2,14.8,7.0,60.9,18.0,1003.2,0.0
2019-11-3,14.2,9.7,75.9,6.1,1004.8,0.0
2019-11-4,17.4,13.7,80.7,14.7,1003.1,0.0
2019-11-5,18.5,16.0,86.1,10.4,1003.0,0.0
2019-11-6,18.0,14.7,82.3,10.2,1002.5,0.0
2019-11-7,18.0,13.7,78.5,8.0,1001.9,0.0
2019-11-8,17.3,11.4,72.3,6.7,1002.2,0.0
2019-11-9,17.3,12.2,73.3,5.8,1004.5,0.0
2019-11-10,17.1,12.2,75.3,7.0,1003.1,0.0
2019-11-11,16.2,13.4,84.2,3.0,1004.7,0.0
2019-11-12,16.3,11.0,74.1,2.7,1002.9,0.0
2019-11-13,16.8,10.7,69.7,5.5,999.9,0.0
2019-11-14,16.3,13.1,82.2,6.8,998.8,0.0
2019-11-15,15.3,10.9,77.2,4.8,1004.3,0.0
2019-11-16,15.0,10.0,75.0,9.2,1006.2,0.0
2019-11-17,14.3,11.0,81.8,2.4,1005.4,0.0
2019-11-18,13.8,10.4,81.2,2.5,1007.2,0.0
2019-11-19,13.3,8.3,74.9,3.1,1009.1,0.0
2019-11-20,12.4,6.9,72.2,3.6,1007.0,0.0
2019-11-21,14.0,8.6,71.3,5.6,1004.0,0.0
2019-11-22,13.7,11.8,88.7,6.6,1002.5,0.0
2019-11-23,14.4,12.0,86.4,4.8,1004.4,0.0
2019-11-24,12.7,10.2,85.8,3.0,1004.2,0.0
2019-11-25,13.4,11.8,90.4,8.8,996.8,0.0
2019-11-26,13.2,11.8,91.6,6.8,993.6,0.0
2019-11-27,10.8,9.3,91.3,3.9,998.7,0.0
2019-11-28,11.7,9.8,88.7,7.6,1002.9,0.0
2019-11-29,17.0,14.2,83.8,15.5,999.8,0.0
2019-11-30,14.4,12.4,88.7,8.0,1001.3,0.0
2019-12-1,12.4,7.8,74.7,17.2,1004.9,0.0
2019-12-2,8.5,3.6,72.6,14.8,1008.8,0.0
2019-12-3,8.2,4.4,78.9,2.9,1006.3,0.0
2019-12-4,7.9,5.6,85.4,11.5,1005.5,0.0
2019-12-5,8.5,2.1,65.2,24.6,1010.7,0.0
2019-12-6,6.2,-0.4,65.0,14.3,1009.9,0.0
2019-12-7,5.8,1.6,76.0,4.0,1006.7,0.0
2019-12-8,10.5,6.7,77.6,10.3,1003.4,0.0
2019-12-9,8.2,3.6,74.7,8.4,1001.8,0.0
2019-12-10,7.0,3.3,79.5,4.5,998.9,0.0
2019-12-11,10.5,8.3,86.9,6.2,996.4,0.0
2019-12-12,10.7,8.3,86.8,5.6,993.1,0.0
2019-12-13,10.6,9.2,91.6,7.8,991.6,0.0
2019-12-14,12.2,9.3,82.8,16.3,989.2,0.0
2019-12-15,12.1,7.3,74.4,9.7,1002.5,0.0
2019-12-16,10.0,6.6,81.1,4.9,1012.2,0.0
2019-12-17,8.6,5.5,82.4,2.0,1013.0,0.0
2019-12-18,8.8,6.2,84.7,2.5,1015.2,0.0
2019-12-19,8.9,6.4,85.5,1.7,1016.0,0.0
2019-12-20,8.7,6.8,89.1,3.1,1011.7,0.0
2019-12-21,12.2,9.0,81.4,11.7,1006.5,0.0
2019-12-22,16.1,10.8,71.2,28.4,999.4,0.0
2019-12-23,11.8,9.8,88.6,17.9,986.3,0.0
2019-12-24,10.5,8.8,89.9,6.5,986.3,0.0
2019-12-25,8.7,5.9,83.2,10.6,992.0,0.0
2019-12-26,9.1,3.4,68.1,25.5,995.7,0.0
2019-12-27,8.0,1.0,62.2,17.4,1002.8,0.0
2019-12-28,6.0,1.6,74.5,6.7,1000.2,0.0
2019-12-29,7.4,-0.8,56.7,23.3,1000.3,0.0
2019-12-30,7.4,1.8,68.3,32.8,997.8,0.0
2019-12-31,8.7,3.6,71.1,22.3,1006.2,0.0
2020-1-1,6.4,1.9,74.8,24.6,1006.4,0.0
2020-1-2,7.2,-1.4,55.0,36.8,1005.2,0.0
2020-1-3,7.5,-1.7,52.8,32.4,1002.0,0.0
2020-1-4,6.8,-1.0,59.0,16.0,1001.5,0.0
2020-1-5,4.2,-0.5,74.7,5.7,995.7,0.0
2020-1-6,6.1,3.0,81.0,28.7,988.3,0.0
2020-1-7,7.0,1.9,70.8,39.5,994.7,0.0
2020-1-8,6.8,0.1,63.1,39.5,1002.9,0.0
2020-1-9,5.8,-2.2,57.5,34.3,1005.6,0.0
2020-1-10,5.4,-1.7,62.4,14.6,1006.7,0.0
2020-1-11,5.1,-0.4,71.3,3.8,1007.2,0.0
2020-1-12,8.2,2.2,68.6,10.1,1007.9,0.0
2020-1-13,7.2,2.5,73.4,16.0,1008.3,0.0
2020-1-14,5.3,2.0,81.3,5.0,1009.2,0.0
2020-1-15,6.0,2.2,78.6,11.5,1009.3,0.0
2020-1-16,8.8,1.6,61.9,27.2,1004.6,0.0
2020-1-17,8.1,-0.6,55.6,26.7,1003.5,0.0
2020-1-18,8.1,-0.3,56.5,28.5,1003.7,0.0
2020-1-19,5.8,-3.4,53.9,20.6,1003.8,0.0
2020-1-20,6.2,-1.0,60.5,26.5,1015.3,0.0
2020-1-21,4.8,-2.9,58.5,36.3,1018.2,0.0
2020-1-22,4.8,-2.7,60.0,21.0,1012.4,0.0
2020-1-23,4.0,-4.1,60.0,21.1,1008.2,0.0
2020-1-24,5.3,-6.7,43.2,20.2,1014.5,0.0
2020-1-25,4.0,-4.1,59.7,5.6,1012.6,0.0
2020-1-26,7.8,1.8,66.2,5.7,1011.6,0.0
2020-1-27,10.8,7.4,80.0,11.2,1005.2,0.0
2020-1-28,10.5,9.1,91.7,7.5,1000.1,0.0
2020-1-29,8.5,6.6,89.5,9.5,1000.0,0.0
2020-1-30,11.0,7.3,79.7,16.1,998.1,0.0
2020-1-31,6.0,-0.3,66.6,7.6,1005.1,0.0
2020-2-1,8.1,3.6,75.5,5.3,1003.5,0.0
2020-2-2,8.9,6.1,84.4,6.9,1004.9,0.0
2020-2-3,11.1,9.1,88.4,11.8,1003.1,0.0
2020-2-4,14.0,10.9,82.0,16.6,996.8,0.0
2020-2-5,14.3,9.7,74.1,34.3,981.3,0.0
2020-2-6,6.9,5.0,88.3,14.1,989.6,0.0
2020-2-7,4.4,-2.8,60.8,27.4,999.4,0.0
2020-2-8,1.8,-6.4,57.3,21.6,1010.0,0.0
2020-2-9,0.8,-7.5,57.7,12.9,1016.3,0.0
2020-2-10,2.4,-4.4,64.6,5.2,1011.4,0.0
2020-2-11,8.5,4.0,74.3,10.8,1000.8,0.0
2020-2-12,13.7,10.6,81.7,10.8,999.8,0.0
2020-2-13,11.9,5.7,69.3,21.1,1006.4,0.0
2020-2-14,8.0,5.0,82.7,7.7,1005.8,0.0
2020-2-15,10.4,9.5,94.5,10.5,1001.0,0.0
2020-2-16,10.4,4.2,65.9,31.2,1007.6,0.0
2020-2-17,10.3,2.8,60.3,27.4,1007.1,0.0
2020-2-18,9.4,3.6,70.3,7.5,1003.5,0.0
2020-2-19,9.5,5.1,76.3,4.2,1002.6,0.0
2020-2-20,8.6,7.9,95.6,7.6,996.7,0.0
2020-2-21,9.3,4.0,70.8,30.3,997.6,0.0
2020-2-22,8.0,0.1,58.0,33.3,1003.3,0.0
2020-2-23,8.5,-0.3,55.1,29.1,1005.1,0.0
2020-2-24,7.6,3.3,76.6,6.8,1002.5,0.0
2020-2-25,9.3,3.2,69.9,10.9,1002.1,0.0
2020-2-26,10.9,5.2,71.3,15.7,998.6,0.0
2020-2-27,15.5,9.7,68.6,28.9,995.8,0.0
2020-2-28,10.3,5.0,72.6,9.9,997.3,0.0
2020-2-29,7.8,3.5,75.2,29.7,996.2,0.0
2020-3-1,8.8,2.8,68.1,11.3,1003.5,0.0
2020-3-2,9.2,6.2,83.7,8.9,1003.0,0.0
2020-3-3,13.2,8.8,78.2,10.2,1002.5,0.0
2020-3-4,14.9,8.5,67.3,16.3,996.3,0.0
2020-3-5,11.3,9.4,88.7,10.3,992.3,0.0
2020-3-6,10.7,7.8,84.6,7.4,996.5,0.0
2020-3-7,12.9,8.7,77.3,13.3,1000.2,0.0
2020-3-8,14.4,8.6,70.0,12.3,1002.5,0.0
2020-3-9,13.2,7.9,73.8,7.7,993.3,0.0
2020-3-10,12.5,10.0,86.0,11.4,994.8,0.0
2020-3-11,12.9,9.2,80.6,9.1,1001.6,0.0
2020-3-12,15.3,7.7,63.7,24.9,999.0,0.0
2020-3-13,17.0,6.6,50.9,29.8,992.5,0.0
2020-3-14,14.9,8.0,66.6,10.9,996.1,0.0
2020-3-15,14.2,9.8,77.1,12.0,997.9,0.0
2020-3-16,8.8,2.0,63.5,36.9,1004.4,0.0
2020-3-17,7.8,-6.0,39.2,37.0,1008.3,0.0
2020-3-18,8.8,-6.3,35.5,29.3,1005.3,0.0
2020-3-19,7.7,-1.4,53.4,26.7,1006.0,0.0
2020-3-20,9.9,-1.6,45.6,28.7,1002.8,0.0
2020-3-21,11.5,1.6,53.4,10.8,1000.9,0.0
2020-3-22,11.1,6.3,74.0,7.7,1000.0,0.0
2020-3-23,12.8,7.8,73.9,6.3,997.5,0.0
2020-3-24,11.9,7.5,76.4,10.7,996.8,0.0
2020-3-25,12.8,6.8,68.8,19.1,998.6,0.0
2020-3-26,12.5,8.1,75.2,14.9,996.6,0.0
2020-3-27,12.3,9.9,86.7,14.9,995.0,0.0
2020-3-28,12.1,9.7,87.0,11.2,995.6,0.0
2020-3-29,10.6,7.0,80.0,9.8,995.2,0.0
2020-3-30,12.1,6.3,71.8,8.5,995.5,0.0
2020-3-31,13.3,7.0,68.6,11.2,993.4,0.0
2020-4-1,11.5,6.3,71.5,13.1,995.9,0.0
2020-4-2,9.7,7.5,87.6,14.2,994.0,0.0
2020-4-3,11.1,6.3,74.5,8.3,999.3,0.0
2020-4-4,14.6,10.3,76.5,6.6,995.9,0.0
2020-4-5,15.7,13.1,85.3,12.7,991.4,0.0
2020-4-6,13.5,10.4,82.2,19.6,999.5,0.0
2020-4-7,12.6,7.1,70.5,27.3,1001.5,0.0
2020-4-8,13.4,4.3,54.6,29.4,1000.0,0.0
2020-4-9,12.8,3.8,55.5,23.9,998.3,0.0
2020-4-10,14.5,1.0,42.5,24.4,997.8,0.0
2020-4-11,17.4,0.8,34.2,20.7,1000.8,0.0
2020-4-12,16.4,2.3,42.0,16.1,1003.5,0.0
2020-4-13,14.4,3.6,51.1,13.0,1003.0,0.0
2020-4-14,14.8,7.3,65.1,10.2,1001.0,0.0
2020-4-15,16.9,8.3,59.5,20.2,996.7,0.0
2020-4-16,14.2,6.1,60.6,34.4,1000.7,0.0
2020-4-17,14.1,6.0,60.6,12.7,1000.3,0.0
2020-4-18,15.4,8.3,66.3,8.0,979.1,0.0
2020-4-19,16.4,9.7,68.6,5.9,998.9,0.0
2020-4-20,17.4,10.1,66.3,7.6,996.7,0.0
2020-4-21,18.2,10.8,62.8,19.4,995.0,0.0
2020-4-22,14.4,7.0,61.6,25.8,995.7,0.0
2020-4-23,14.3,4.8,53.7,24.2,996.3,0.0
2020-4-24,15.3,5.9,54.2,20.8,992.9,0.0
2020-4-25,14.7,3.9,52.6,16.0,992.6,0.0
2020-4-26,14.3,4.6,56.1,8.3,995.0,0.0
2020-4-27,15.8,7.8,63.6,5.8,996.6,0.0
2020-4-28,17.0,8.5,62.2,10.3,998.2,0.0
2020-4-29,17.4,9.5,63.5,7.3,997.4,0.0
2020-4-30,17.5,12.2,72.5,11.5,994.7,0.0
2020-5-1,17.3,11.5,71.7,7.5,995.6,0.0
2020-5-2,18.0,11.9,70.0,9.7,993.5,0.0
2020-5-3,17.1,13.1,79.9,10.5,990.2,0.0
2020-5-4,14.3,11.3,83.1,9.4,993.5,0.0
2020-5-5,16.1,10.8,72.5,17.1,997.6,0.0
2020-5-6,17.4,10.3,68.2,10.2,996.8,0.0
2020-5-7,15.6,11.8,79.2,15.2,995.6,0.0
2020-5-8,17.9,5.3,45.0,25.6,999.4,0.0
2020-5-9,18.5,5.0,41.9,24.9,1000.0,0.0
2020-5-10,19.0,7.9,53.4,7.9,1000.1,0.0
2020-5-11,20.1,9.1,53.5,9.3,1001.0,0.0
2020-5-12,21.0,7.5,47.8,13.8,999.0,0.0
2020-5-13,22.3,9.9,49.3,9.9,1000.5,0.0
2020-5-14,22.9,13.5,59.4,11.9,1000.8,0.0
2020-5-15,26.1,13.5,51.9,7.1,1000.2,0.0
2020-5-16,27.4,12.5,45.1,10.0,1000.4,0.0
2020-5-17,28.7,13.9,43.2,10.7,1001.3,0.0
2020-5-18,27.7,15.7,50.1,10.4,1000.3,0.0
2020-5-19,26.6,17.5,60.3,10.5,998.9,0.0
2020-5-20,27.1,14.9,53.8,8.0,993.9,0.0
2020-5-21,23.7,14.0,55.5,14.5,991.1,0.0
2020-5-22,17.6,11.0,68.7,22.1,998.0,0.0
2020-5-23,16.8,4.1,43.5,22.0,1005.2,0.0
2020-5-24,18.5,3.4,37.8,25.6,1005.6,0.0
2020-5-25,20.4,8.2,48.0,21.0,1001.5,0.0
2020-5-26,17.8,13.3,76.8,10.9,1000.4,0.0
2020-5-27,15.3,12.6,84.5,9.8,998.4,0.0
2020-5-28,16.6,9.9,66.2,21.5,1000.2,0.0
2020-5-29,16.8,12.3,76.9,8.6,1000.7,0.0
2020-5-30,17.4,10.8,68.5,8.9,1000.9,0.0
2020-5-31,17.7,11.5,69.9,10.7,999.6,0.0
2020-6-1,17.6,13.6,78.4,9.1,995.8,0.0
2020-6-2,18.1,11.8,69.7,11.8,993.0,0.0
2020-6-3,17.3,11.9,73.1,9.5,994.3,0.0
2020-6-4,19.6,11.7,65.8,8.5,997.7,0.0
2020-6-5,20.9,10.6,58.1,11.9,999.8,0.0
2020-6-6,23.2,8.8,46.2,15.5,995.5,0.0
2020-6-7,21.6,13.1,60.0,10.7,994.2,0.0
2020-6-8,22.8,13.8,61.8,11.2,994.0,0.0
2020-6-9,24.8,13.7,54.9,7.0,993.3,0.0
2020-6-10,23.7,13.7,56.0,10.3,993.7,0.0
2020-6-11,22.6,15.3,65.4,14.1,993.5,0.0
2020-6-12,21.2,14.6,67.5,9.7,993.4,0.0
2020-6-13,19.6,14.5,73.7,8.1,992.6,0.0
2020-6-14,21.7,14.4,66.7,9.2,992.6,0.0
2020-6-15,24.0,14.3,57.9,10.7,994.3,0.0
2020-6-16,24.1,13.9,55.4,12.3,993.4,0.0
2020-6-17,24.0,14.0,55.8,11.6,992.5,0.0
2020-6-18,22.8,16.1,67.6,10.1,994.0,0.0
2020-6-19,24.0,16.1,64.4,14.7,995.2,0.0
2020-6-20,24.8,14.1,55.9,8.5,994.8,0.0
2020-6-21,25.5,14.5,54.1,10.2,989.2,0.0
2020-6-22,23.8,17.2,68.5,7.4,991.2,0.0
2020-6-23,22.4,16.8,72.6,9.5,994.9,0.0
2020-6-24,22.9,16.5,69.6,10.4,999.8,0.0
2020-6-25,26.3,16.0,56.5,20.9,998.9,0.0
2020-6-26,27.7,16.8,52.3,24.6,996.4,0.0
2020-6-27,28.3,16.5,50.3,26.5,994.9,0.0
2020-6-28,27.6,16.0,50.3,23.9,993.8,0.0
2020-6-29,27.5,14.8,47.6,22.6,991.7,0.0
2020-6-30,28.8,6.2,25.4,26.0,991.4,0.0
2020-7-1,31.3,12.2,32.1,24.0,992.4,0.0
2020-7-2,31.1,17.6,45.2,21.5,991.2,0.0
2020-7-3,28.9,18.6,57.8,14.3,990.8,0.0
2020-7-4,28.9,19.7,62.4,15.3,992.5,0.0
2020-7-5,29.5,19.9,59.0,14.7,989.5,0.0
2020-7-6,29.3,19.3,56.4,13.7,985.6,0.0
2020-7-7,27.4,20.0,67.3,10.4,987.5,0.0
2020-7-8,28.2,19.5,61.3,20.5,992.9,0.0
2020-7-9,27.9,16.5,51.1,28.9,995.3,0.0
2020-7-10,28.7,15.3,45.0,29.2,994.3,0.0
2020-7-11,28.4,17.2,51.8,23.9,994.1,0.0
2020-7-12,27.5,18.0,59.1,21.3,992.0,0.0
2020-7-13,28.3,13.4,40.5,33.2,990.9,0.0
2020-7-14,27.0,14.8,48.5,32.7,992.3,0.0
2020-7-15,25.4,14.3,50.9,28.4,995.1,0.0
2020-7-16,25.1,13.2,49.0,27.1,993.6,0.0
2020-7-17,27.0,9.5,34.0,32.4,991.0,0.0
2020-7-18,26.6,16.5,54.7,18.5,991.2,0.0
2020-7-19,26.3,17.4,62.3,16.6,992.8,0.0
2020-7-20,26.8,17.3,58.9,18.8,994.9,0.0
2020-7-21,29.7,13.2,37.7,28.4,995.5,0.0
2020-7-22,29.8,14.2,40.0,31.2,992.6,0.0
2020-7-23,31.3,15.0,38.1,28.1,989.8,0.0
2020-7-24,30.5,15.1,39.9,25.8,989.2,0.0
2020-7-25,29.0,15.3,44.1,23.9,990.1,0.0
2020-7-26,27.6,16.8,54.6,19.6,992.4,0.0
2020-7-27,28.5,14.9,46.6,22.9,993.9,0.0
2020-7-28,31.1,12.4,32.5,33.8,992.7,0.0
2020-7-29,32.1,13.8,33.9,25.6,993.6,0.0
2020-7-30,32.0,13.7,33.7,22.6,995.1,0.0
